,C22,C64,C88,C117,C119A,C26A,C26B,C68A,C68B,C107A,C107B,C127,C137A,C137B,C172A,C172B,C27A,C27B,C69A,C69B,C108A,C108B,C138A,C138B,C173A,C173B,C29A,C29B,C71A,C71B,C39,C81,C110,C140,C17,C57,C41,C83,C112,C130,C142,C175
1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,4.65,,,,,1.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,2.0,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,2.33,,,,,Don't know,Don't know,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,9.3,,,,,,24.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,18.6,,,,,3.0,24.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1912,9.3,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1913,6.98,,,,,20.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1914,46.51,,,,,3.0,24.0,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
1915,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1916,9.3,,,,,,24.0,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,No,,,,Fixed monthly fee,,No,,,,,
1917,2.33,,,,,,Don't know,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,13.95,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1920,4.65,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,6.98,,,,,21.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1925,6.98,,,,,,20.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1926,4.65,,,,,,Don't know,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,Don?t know,,,,Pre-paid,,No,,,,,
1927,4.65,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1928,13.95,,,,,22.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1929,9.3,,,,,20.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,9.3,,,,,23.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1937,9.3,,,,,22.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1938,9.3,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,3.0,2.0,,,No,,,,Pre-paid,,No,,,,,
1939,9.3,,,,,15.0,20.0,,,,,,,,,,2.0,3.0,,,,,,,,,5.0,3.0,,,Yes,,,,Pre-paid,,No,,,,,
1940,9.3,,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1941,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1942,9.3,,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,Yes,,,,,
1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,2.33,,,,,18.0,23.0,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,23.26,,,,,20.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,11.16,,,,,20.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1963,4.65,,,,,22.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1964,4.65,,,,,17.0,22.0,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1965,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1966,9.3,,,,,20.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,4.65,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1972,6.98,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1973,139.53,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1974,9.3,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Don?t know,,,,Pre-paid,,No,,,,,
1975,23.26,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1976,9.3,,,,,23.0,23.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1977,9.3,,,,,22.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1978,55.81,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,9.3,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1985,5.58,,,,,22.0,23.0,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1986,4.65,,,,,20.0,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1987,4.65,,,,,20.0,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1988,9.3,,,,,21.0,24.0,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
1989,2.33,,,,,22.0,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1990,6.98,,,,,18.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,13.95,,,,,22.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1997,2.33,,,,,24.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,4.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1998,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1999,2.33,,,,,21.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2000,2.33,,,,,17.0,22.0,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2001,13.95,,,,,18.0,23.0,,,,,,,,,,3.0,3.0,,,,,,,,,5.0,3.0,,,Yes,,,,Pre-paid,,No,,,,,
2002,2.33,,,,,21.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6.98,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2009,13.95,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2010,2.33,,,,,18.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2011,4.65,,,,,5.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2012,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2013,4.65,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
2014,2.33,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4.65,,,,,18.0,22.0,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,2.0,,,No,,,,Pre-paid,,No,,,,,
2023,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2024,9.3,,,,,22.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2025,4.65,,,,,22.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2026,2.33,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,,,,,23.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,No bill for electricity,,No,,,,,
2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,4.65,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
2033,6.98,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
2034,9.3,,,,,20.0,20.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2035,93.02,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2036,13.95,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2037,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2038,13.95,,,,,22.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,2.0,,,,,18.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,4.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2046,9.3,,,,,22.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2047,6.98,,,,,16.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2050,,,,,,Don't know,Don't know,,,,,,,,,,Don't know,Don't know,,,,,,,,,Don't know,Don't know,,,Don?t know,,,,No bill for electricity,,No,,,,,
2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,18.6,,,,,,24.0,,,,,,,,,16.0,,4.0,,,,,,,,4.0,,Don't know,,,Don?t know,,,,Pre-paid,,No,,,,,No
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,27.91,,,,,23.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2059,6.98,,,,,20.0,22.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
2060,4.65,,,,,1.0,24.0,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2061,9.3,,,,,12.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,9.3,,,,,22.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2069,2.33,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
2070,4.65,,,,,22.0,23.0,,,,,,,,,,2.0,3.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
2071,11.63,,,,,,15.0,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,Yes,,,,Pre-paid,,No,,,,,
2072,4.65,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,4.65,,,,,18.0,22.0,,,,,,,,,,2.0,3.0,,,,,,,,,4.0,2.0,,,Yes,,,,Pre-paid,,No,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,Don't know,,,,,,,,,,3.0,,,,,,,,,,,,,,,,No
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,9.3,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
2092,4.65,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Monthly bill,,No,,,,,
2093,13.95,,,,,6.0,12.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2094,9.3,,,,,,20.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
2095,3.72,,,,,20.0,24.0,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2096,4.65,,,,,5.0,16.0,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,1.0,,,No,,,,Pre-paid,,No,,,,,
2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,46.51,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
2103,11.63,,,,,Don't know,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
2104,18.6,,,,,18.0,22.0,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,2.0,,,No,,,,Pre-paid,,No,,,,,
2105,9.3,,,,,18.0,20.0,,,,,,,,,,2.0,3.0,,,,,,,,,3.0,2.0,,,No,,,,Pre-paid,,No,,,,,
2106,9.3,,,,,15.0,22.0,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
2107,4.65,,,,,22.0,22.0,,,,,,,,,,3.0,3.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
2108,27.91,,,,,15.0,22.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,Don't know,,,No,,,,Pre-paid,,Yes,,,,,
2109,4.65,,,,,19.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,4.65,,,,,19.0,21.0,,,,,,,,,,1.0,3.0,,,,,,,,,2.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
2115,4.65,,,,,Don't know,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2116,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2117,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2118,18.6,,,,,12.0,21.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
2119,23.26,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
2120,4.65,,,,,20.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
